85-46	0212-35-41
85-46	1-85-62
85-46	6852 # JIS X 0221
85-47	9FC4 # ISO/IEC 10646
85-48	0212-36-25
85-48	6911 # JIS X 0221
85-49	0212-36-33
85-49	2-15-11
85-49	693B # JIS X 0221
85-50	0212-37-6
85-50	1-86-12
85-50	6A45 # JIS X 0221
85-51	0212-37-29
85-51	2-15-62
85-51	6A91 # JIS X 0221
85-52	->1-22-91
85-52	->6ADB # JIS X 0221
85-53	233CC # ISO/IEC 10646
85-54	233FE # ISO/IEC 10646
85-55	1-85-82
85-55	235C4 # ISO/IEC 10646
85-56	0212-38-31
85-56	2-78-13
85-56	6BF1 # JIS X 0221
85-57	0212-39-3
85-57	1-86-61
85-57	6CE0 # JIS X 0221
85-58	0212-39-23
85-58	1-86-67
85-58	6D2E # JIS X 0221
85-59	1-86-73
85-59	FA45 # JIS X 0221
85-60	0212-39-52
85-60	1-86-80
85-60	6DBF # JIS X 0221
85-61	0212-39-55
85-61	6DCA # JIS X 0221
85-62	6DF8 # JIS X 0221
85-63	1-86-87
85-63	FA46 # JIS X 0221
85-64	0212-40-60
85-64	1-87-11
85-64	6F5E # JIS X 0221
85-65	0212-41-7
85-65	1-87-25
85-65	6FF9 # JIS X 0221
85-66	0212-41-34
85-66	1-87-35
85-66	7064 # JIS X 0221
85-67	FA6C # ISO/IEC 10646
85-68	242EE # ISO/IEC 10646
85-69	0212-41-85
85-69	1-87-51
85-69	7147 # JIS X 0221
85-70	0212-42-19
85-70	1-87-62
85-70	71C1 # JIS X 0221
85-71	0212-42-30
85-71	1-87-66
85-71	7200 # JIS X 0221
85-72	0212-43-58
85-72	1-87-84
85-72	739F # JIS X 0221
85-73	2-80-64
85-73	73A8 # JIS X 0221
85-74	0212-43-74
85-74	1-87-89
85-74	73C9 # JIS X 0221
85-75	0212-43-80
85-75	1-87-91
85-75	73D6 # JIS X 0221
85-76	0212-44-9
85-76	1-88-4
85-76	741B # JIS X 0221
85-77	7421 # JIS X 0221
85-78	1-88-5
85-78	FA4A # JIS X 0221
85-79	0212-44-11
85-79	1-88-6
85-79	7426 # JIS X 0221
85-80	0212-44-14
85-80	1-88-8
85-80	742A # JIS X 0221
85-81	0212-44-16
85-81	1-88-10
85-81	742C # JIS X 0221
85-82	0212-44-22
85-82	2-80-80
85-82	7439 # JIS X 0221
85-83	0212-44-28
85-83	1-88-17
85-83	744B # JIS X 0221
85-84	3EDA # ISO/IEC 10646
85-85	7575 # JIS X 0221
85-86	0212-45-35
85-86	2-81-35
85-86	7581 # JIS X 0221
85-87	0212-47-6
85-87	2-82-9
85-87	7772 # JIS X 0221
85-88	2-82-25
85-88	4093 # JIS X 0221
85-89	0212-48-5
85-89	2-82-48
85-89	78C8 # JIS X 0221
85-90	0212-48-16
85-90	2-82-52
85-90	78E0 # JIS X 0221
85-91	->1-21-32
85-91	->7947 # JIS X 0221
85-92	->1-67-25
85-92	->79AE # JIS X 0221
85-93	9FC6 # ISO/IEC 10646
85-94	4103 # ISO/IEC 10646
86-1	9FC5 # ISO/IEC 10646
86-2	0212-48-92
86-2	79DA # JIS X 0221
86-3	0212-49-19
86-3	2-82-92
86-3	7A1E # JIS X 0221
86-4	2-83-41
86-4	7B7F # JIS X 0221
86-5	0212-50-77
86-5	1-89-72
86-5	7C31 # JIS X 0221
86-6	1-89-77
86-6	4264 # JIS X 0221
86-7	0212-51-88
86-7	1-90-7
86-7	7D8B # JIS X 0221
86-8	0212-53-14
86-8	7FA1 # JIS X 0221
86-9	0212-54-12
86-9	1-90-46
86-9	8118 # JIS X 0221
86-10	0212-54-21
86-10	813A # JIS X 0221
86-11	FA6D # ISO/IEC 10646
86-12	0212-55-37
86-12	1-90-67
86-12	82AE # JIS X 0221
86-13	->1-19-75
86-13	->845B # JIS X 0221
86-14	0212-57-1
86-14	2-86-53
86-14	84DC # JIS X 0221
86-15	->1-43-9
86-15	->84EC # JIS X 0221
86-16	0212-57-40
86-16	1-91-24
86-16	8559 # JIS X 0221
86-17	0212-57-83
86-17	1-91-34
86-17	85CE # JIS X 0221
86-18	->1-31-10
86-18	->8755 # JIS X 0221
86-19	1-91-66
86-19	87EC # JIS X 0221
86-20	0212-59-77
86-20	2-87-92
86-20	880B # JIS X 0221
86-21	0212-60-51
86-21	1-91-77
86-21	88F5 # JIS X 0221
86-22	->1-19-49
86-22	->89D2 # JIS X 0221
86-23	0212-62-21
86-23	1-92-13
86-23	8AF6 # JIS X 0221
86-24	0212-63-68
86-24	1-92-33
86-24	8DCE # JIS X 0221
86-25	->1-36-52
86-25	->8FBB # JIS X 0221
86-26	0212-65-40
86-26	8FF6 # JIS X 0221
86-27	0212-66-10
86-27	1-92-70
86-27	90DD # JIS X 0221
86-28	0212-66-39
86-28	1-92-80
86-28	9127 # JIS X 0221
86-29	->1-37-2
86-29	->912D # JIS X 0221
86-30	0212-66-88
86-30	91B2 # JIS X 0221
86-31	0212-67-48
86-31	2-90-56
86-31	9233 # JIS X 0221
86-32	0212-67-88
86-32	1-93-14
86-32	9288 # JIS X 0221
86-33	0212-68-62
86-33	1-93-23
86-33	9321 # JIS X 0221
86-34	0212-68-73
86-34	1-93-25
86-34	9348 # JIS X 0221
86-35	9592 # JIS X 0221
86-36	0212-70-88
86-36	1-93-66
86-36	96DE # JIS X 0221
86-37	->1-81-13
86-37	->9903 # JIS X 0221
86-38	0212-72-72
86-38	2-92-68
86-38	9940 # JIS X 0221
86-39	9AD9 # JIS X 0221
86-40	->1-27-10
86-40	->9BD6 # JIS X 0221
86-41	0212-76-31
86-41	1-94-69
86-41	9DD7 # JIS X 0221
86-42	0212-76-79
86-42	1-94-79
86-42	9EB4 # JIS X 0221
86-43	0212-76-80
86-43	1-94-80
86-43	9EB5 # JIS X 0221
